LAST SEEN   TYPE      REASON                            OBJECT                                             MESSAGE
96s         Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m14s       Normal    Scheduled                         pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    Successfully assigned ksp-dev/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7 to worker-node-2
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m14s       Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
96s         Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
96s         Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
96s         Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
96s         Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m3s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m3s        Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
96s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
95s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
95s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
95s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
95s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
95s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
95s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
68s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
67s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
67s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
67s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
67s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
66s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
66s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
39s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
39s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
39s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
38s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
38s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
38s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
38s         Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
9s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
9s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
9s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
9s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
8s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
8s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
8s          Warning   PolicyViolation                   pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
109s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
109s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
109s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
108s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
108s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
108s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
107s        Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
86s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
85s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
85s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
85s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
85s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
85s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
85s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
46s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
46s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
46s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
46s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
46s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
45s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
45s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
17s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
17s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
17s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
17s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
17s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
17s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
16s         Warning   PolicyViolation                   replicaset/e2e-dev-deployment-invalid-698dbd4fd5   policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m14s       Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m          Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
64s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
117s        Warning   PolicyViolation                   cronjob/e2e-dev-cronjob-invalid                    policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
16s         Warning   PolicyViolation                   pod/e2e-dev-daemonset-invalid-mjtjl                policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m          Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
2m          Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
2m          Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
119s        Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
119s        Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
93s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
92s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
63s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
30s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
29s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
29s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
29s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
29s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
29s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
28s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
28s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
28s         Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m6s        Normal    Scheduled                         pod/e2e-dev-deployment-valid-7bf54f7d8-2hvhf       Successfully assigned ksp-dev/e2e-dev-deployment-valid-7bf54f7d8-2hvhf to worker-node-2
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m10s       Warning   PolicyViolation                   statefulset/e2e-dev-statefulset-invalid            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
5s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m1s        Normal    Scheduled                         pod/e2e-dev-job-invalid-dtjqh                      Successfully assigned ksp-dev/e2e-dev-job-invalid-dtjqh to worker-node-1
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m1s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
5s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
5s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
5s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
5s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
116s        Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
84s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
84s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
84s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
83s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
83s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
83s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
83s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
61s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
61s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
60s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
60s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
60s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
60s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
59s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
39s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
39s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
39s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
39s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
39s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
38s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
38s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
11s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
