NAMESPACE            LAST SEEN   TYPE      REASON               OBJECT                                                             MESSAGE
harbor               39m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               39m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               38m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               37m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               36m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               35m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               34m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               33m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               32m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               30m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               29m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      deployment/harbor-portal                                           policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
