NAMESPACE            LAST SEEN   TYPE      REASON               OBJECT                                                             MESSAGE
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-portal: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-core: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-nginx-688cf77c5b: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-registry-8464c694b4: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/alertmanager-monitoring-kube-prometheus-alertmanager: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-redis: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment local-path-storage/local-path-provisioner: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-prometheus-operator-744d56b88f: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-jobservice-684494d9bb: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-core-77576b4656: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-state-metrics-7c9c8f4687: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-grafana-7dcf4fc76f: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-portal-677b5d5455: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet local-path-storage/local-path-provisioner-79b7b99b5d: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-prometheus-operator-744d56b88f-d5n56: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-portal-677b5d5455-zsr4z: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-jobservice-684494d9bb-stzqr: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/prometheus-monitoring-kube-prometheus-prometheus: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-registry-8464c694b4-8fflh: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/alertmanager-monitoring-kube-prometheus-alertmanager-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-grafana-7dcf4fc76f-mgx2l: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/prometheus-monitoring-kube-prometheus-prometheus-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-redis-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-rxs5q: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-database-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-state-metrics-7c9c8f4687-9ztgf: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-nginx-688cf77c5b-8ml75: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod local-path-storage/local-path-provisioner-79b7b99b5d-b6gn6: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-wrb9f: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               DaemonSet monitoring/monitoring-prometheus-node-exporter: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-core-77576b4656-k2h7q: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-nginx: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-xvrjt: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-grafana: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-prometheus-operator: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-registry: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-jobservice: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-state-metrics: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-database: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-core: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-portal: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-nginx-688cf77c5b: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-redis: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment local-path-storage/local-path-provisioner: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-registry-8464c694b4: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/alertmanager-monitoring-kube-prometheus-alertmanager: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-jobservice-684494d9bb: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-prometheus-operator-744d56b88f: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-core-77576b4656: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-grafana-7dcf4fc76f: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-portal-677b5d5455: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-state-metrics-7c9c8f4687: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet local-path-storage/local-path-provisioner-79b7b99b5d: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-portal-677b5d5455-zsr4z: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-prometheus-operator-744d56b88f-d5n56: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-jobservice-684494d9bb-stzqr: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/prometheus-monitoring-kube-prometheus-prometheus: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-registry-8464c694b4-8fflh: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/alertmanager-monitoring-kube-prometheus-alertmanager-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-grafana-7dcf4fc76f-mgx2l: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/prometheus-monitoring-kube-prometheus-prometheus-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-rxs5q: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-nginx-688cf77c5b-8ml75: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-state-metrics-7c9c8f4687-9ztgf: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-redis-0: fail; Set resources.requests.cpu on every regular and init container.
default              34m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod local-path-storage/local-path-provisioner-79b7b99b5d-b6gn6: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-database-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/alertmanager-monitoring-kube-prometheus-alertmanager-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-core-77576b4656-k2h7q: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-xvrjt: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-wrb9f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-prometheus-operator-744d56b88f-d5n56: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-portal-677b5d5455-zsr4z: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-jobservice-684494d9bb-stzqr: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/alertmanager-monitoring-kube-prometheus-alertmanager: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/prometheus-monitoring-kube-prometheus-prometheus: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-registry-8464c694b4-8fflh: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/prometheus-monitoring-kube-prometheus-prometheus-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-database: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               DaemonSet monitoring/monitoring-prometheus-node-exporter: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-redis: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-state-metrics: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-core: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-portal: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment local-path-storage/local-path-provisioner: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-nginx: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-registry: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-grafana: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-prometheus-operator: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-jobservice: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-grafana-7dcf4fc76f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-state-metrics-7c9c8f4687: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-portal-677b5d5455: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet local-path-storage/local-path-provisioner-79b7b99b5d: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-nginx-688cf77c5b: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-registry-8464c694b4: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-prometheus-operator-744d56b88f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-jobservice-684494d9bb: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-core-77576b4656: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-grafana-7dcf4fc76f-mgx2l: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-state-metrics-7c9c8f4687-9ztgf: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-redis-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-rxs5q: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-nginx-688cf77c5b-8ml75: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-database-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod local-path-storage/local-path-provisioner-79b7b99b5d-b6gn6: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-core-77576b4656-k2h7q: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/alertmanager-monitoring-kube-prometheus-alertmanager-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-wrb9f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-xvrjt: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-prometheus-operator-744d56b88f-d5n56: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-portal-677b5d5455-zsr4z: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-jobservice-684494d9bb-stzqr: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/prometheus-monitoring-kube-prometheus-prometheus: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-database: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-redis: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-registry-8464c694b4-8fflh: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/alertmanager-monitoring-kube-prometheus-alertmanager: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/prometheus-monitoring-kube-prometheus-prometheus-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               DaemonSet monitoring/monitoring-prometheus-node-exporter: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-core: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-nginx: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment local-path-storage/local-path-provisioner: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-prometheus-operator: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-portal: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-registry: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-grafana: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-jobservice: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-grafana-7dcf4fc76f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-state-metrics-7c9c8f4687: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-state-metrics: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-portal-677b5d5455: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-registry-8464c694b4: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet local-path-storage/local-path-provisioner-79b7b99b5d: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-nginx-688cf77c5b: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet monitoring/monitoring-kube-prometheus-operator-744d56b88f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-jobservice-684494d9bb: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               ReplicaSet harbor/harbor-core-77576b4656: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-database-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-nginx-688cf77c5b-8ml75: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-grafana-7dcf4fc76f-mgx2l: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-state-metrics-7c9c8f4687-9ztgf: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-redis-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-rxs5q: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod local-path-storage/local-path-provisioner-79b7b99b5d-b6gn6: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/alertmanager-monitoring-kube-prometheus-alertmanager-0: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-wrb9f: fail; Set resources.requests.cpu on every regular and init container.
default              33m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-core-77576b4656-k2h7q: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-prometheus-node-exporter-xvrjt: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/monitoring-kube-prometheus-operator-744d56b88f-d5n56: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-jobservice-684494d9bb-stzqr: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-portal-677b5d5455-zsr4z: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-database: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/alertmanager-monitoring-kube-prometheus-alertmanager: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet harbor/harbor-redis: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               StatefulSet monitoring/prometheus-monitoring-kube-prometheus-prometheus: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod harbor/harbor-registry-8464c694b4-8fflh: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Pod monitoring/prometheus-monitoring-kube-prometheus-prometheus-0: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               DaemonSet monitoring/monitoring-prometheus-node-exporter: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-kube-prometheus-operator: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-core: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-portal: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment local-path-storage/local-path-provisioner: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment monitoring/monitoring-grafana: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-jobservice: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-registry: fail; Set resources.requests.cpu on every regular and init container.
default              32m         Warning   PolicyViolation      validatingpolicy/require-cpu-request                               Deployment harbor/harbor-nginx: fail; Set resources.requests.cpu on every regular and init container.
